Customer Segment,RFM_score,F_quartile,R_quartile,M_quartile,Total Paid,last-to-present,Order ID,Units Sold
Normal,432,3,4,2,1180002.8,2060,264778506,2699
High paying customer,421,2,4,1,2240212.8,2341,622042739,5124
Normal,423,2,4,3,573009.03,2433,838660085,7011
Normal,432,3,4,2,1645792.89,1712,558542191,3901
Loyal custommer,412,1,4,2,1287927.78,1733,720931279,8441
"Once Loyal, Now Gone",442,4,4,2,882706.8,2362,942454278,2019
Normal,432,3,4,2,1119669.2,545,995138871,2561
Normal,433,3,4,3,532199.04,738,507040774,3488
High paying customer,421,2,4,1,2867586.33,2372,298044335,6797
High paying customer,431,3,4,1,1884601.74,811,919072711,2894
High paying customer,421,2,4,1,4311010.2,2665,204775989,6620
Loyal custommer,414,1,4,4,85574.76,2107,817006289,9172
Normal,422,2,4,2,1647832.4,2379,368061578,6455
Normal,422,2,4,2,953930.16,522,175510299,6252
Loyal custommer,414,1,4,4,82719.78,2320,120977771,8866
Normal,422,2,4,2,1006782.1,2010,711733233,6535
"Once Loyal, Now Gone",443,4,4,3,693587.16,2566,273662412,1644
Normal,422,2,4,2,1797681.76,1064,414359509,7042
High paying customer,411,1,4,1,6183890.16,1000,230603301,9496
Normal,423,2,4,3,501004.9,2077,120765769,6130
Loyal custommer,412,1,4,2,1377604.52,901,981406819,8942
High paying customer,431,3,4,1,2412081.84,1403,557156026,3704
Normal,433,3,4,3,470013.28,1006,184120833,4301
High paying customer,431,3,4,1,2919671.63,613,794957244,4369
Churn customer,444,4,4,4,214222.32,2236,775077140,1404
High paying customer,411,1,4,1,2251059.04,1582,357120740,8818
Normal,432,3,4,2,1272570.8,1745,667324435,4985
Loyal custommer,412,1,4,2,1075643.04,2305,647943866,9843
Normal,422,2,4,2,1256621.3,784,445952498,6109
Loyal custommer,412,1,4,2,990623.2,2199,459783685,9065
High paying customer,431,3,4,1,2581396.44,2640,646572291,3964
Churn customer,444,4,4,4,231283.68,1448,410621583,906
Normal,224,2,2,4,248732.9,112,121945512,5242
High paying customer,421,2,4,1,3032419.2,1366,327072703,6936
Normal,432,3,4,2,1451301.6,2582,873555839,3440
High paying customer,411,1,4,1,3887582.4,1231,812646090,8892
Normal,322,2,3,2,1321584.56,190,572469079,5177
High paying customer,411,1,4,1,3794478.66,2077,663080108,8994
Normal,224,2,2,4,54039.36,132,870218312,5792
Churn customer,444,4,4,4,89395.8,2283,206821334,1884
New customer,144,4,1,4,81434.32,41,976139819,319
Churn customer,444,4,4,4,24745.98,2001,117467296,38
Loyal custommer,412,1,4,2,1081325.6,2456,379900634,9895
Normal,422,2,4,2,1063024.86,391,909117639,6967
High paying customer,431,3,4,1,2530602.06,2597,885046851,3886
High paying customer,411,1,4,1,6039972.75,738,309542214,9275
Normal,434,3,4,4,211342.3,1609,560166108,4454
Normal,422,2,4,2,1504695.5,2379,104008615,7315
Loyal custommer,412,1,4,2,1028324.8,1194,906794202,9410
Normal,344,4,3,4,124066.08,309,601345956,486
Normal,434,3,4,4,37553.25,1810,373156058,4025
"Once Loyal, Now Gone",443,4,4,3,676289.67,2597,643860900,1603
Normal,433,3,4,3,513834.56,694,849263179,4702
Normal,433,3,4,3,531210.08,2487,899580991,4861
Normal,334,3,3,4,253689.92,356,440603101,3104
Loyal custommer,413,1,4,3,399007.05,424,535645997,8409
Churn customer,444,4,4,4,39231.52,1297,593336665,359
High paying customer,411,1,4,1,4115958.84,2430,312010705,9756
Churn customer,444,4,4,4,83606.9,573,410590684,1762
Churn customer,444,4,4,4,147746.56,1114,927583253,1352
Loyal custommer,412,1,4,2,1523358.72,931,970934617,9984
High paying customer,421,2,4,1,2691658.2,1119,764483058,6380
High paying customer,321,2,3,1,2877213.2,236,390905845,6581
High paying customer,411,1,4,1,5755393.98,2735,774122273,8838
Loyal custommer,412,1,4,2,1419200.72,2199,359893071,9212
Normal,432,3,4,2,1066559.84,881,902417266,4178
"Once Loyal, Now Gone",443,4,4,3,319433.06,1186,971578347,478
High paying customer,411,1,4,1,3374746.8,1926,677775609,7719
Loyal custommer,412,1,4,2,817218.27,1314,387098824,9999
Loyal custommer,413,1,4,3,416468.65,1490,814233958,8777
Normal,344,4,3,4,233675.2,291,474929797,1136
High paying customer,431,3,4,1,2054604.3,1365,736396253,4870
Normal,434,3,4,4,43981.62,789,661004292,4714
Churn customer,444,4,4,4,181016,2528,496590030,880
"Once Loyal, Now Gone",442,4,4,2,1193530.22,2102,755647647,1786
High paying customer,421,2,4,1,2930026.05,1365,526381862,6945
Normal,422,2,4,2,994149.18,2187,342852246,6453
Loyal custommer,412,1,4,2,865060.48,414,394391000,7916
Loyal custommer,412,1,4,2,989311.84,1238,234082448,9053
Churn customer,444,4,4,4,2773.08,2222,944711625,18
Normal,432,3,4,2,1235555.2,2621,469974792,4840
Churn customer,444,4,4,4,19350.42,587,820936048,2074
Churn customer,444,4,4,4,180378.11,1123,653020751,2207
"Once Loyal, Now Gone",442,4,4,2,1493224.53,2180,407990443,2293
High paying customer,411,1,4,1,2148947.04,2751,916793477,8418
High paying customer,411,1,4,1,5916894.06,2030,399936950,9086
"Once Loyal, Now Gone",443,4,4,3,405229,1160,960127675,1970
Normal,422,2,4,2,1380298.96,1728,557871425,5407
Churn customer,444,4,4,4,37548.21,2170,994150531,89
Normal,422,2,4,2,991617.42,1682,664693725,6499
Normal,424,2,4,4,61913.88,1149,968118512,6636
Normal,433,3,4,3,345554.44,2135,752141463,4228
High paying customer,411,1,4,1,3644936.4,1229,209445178,8337
New customer,143,4,1,3,276978.8,35,174614226,1085
High paying customer,411,1,4,1,5889543.24,1318,236042392,9044
High paying customer,431,3,4,1,2969517.6,659,592573630,4560
High paying customer,411,1,4,1,5687016.93,2625,335763490,8733
"Once Loyal, Now Gone",442,4,4,2,1589146.06,2371,582563626,2378
Normal,424,2,4,4,52947.75,1879,940337693,5675
High paying customer,431,3,4,1,2046242.74,2515,845067346,3062
Normal,423,2,4,3,548980.41,1603,247152316,6717
Normal,133,3,1,3,688272.2,11,483655774,3346
"Once Loyal, Now Gone",442,4,4,2,967654.96,1697,574247491,1448
Normal,434,3,4,4,33877.23,2594,181719291,3631
High paying customer,431,3,4,1,3012497.46,1588,747040116,4626
Normal,432,3,4,2,1027265.8,1140,523570477,4994
Normal,432,3,4,2,810258.72,803,264746320,3174
Normal,434,3,4,4,187190.25,2135,317668235,3945
Churn customer,444,4,4,4,227954.52,632,264842021,1494
Normal,433,3,4,3,561240.58,964,154685199,3643
Normal,424,2,4,4,54991.02,417,989405381,5894
"Once Loyal, Now Gone",443,4,4,3,311355.26,1618,474797618,2021
Normal,342,4,3,2,973722.12,322,865948665,2308
Loyal custommer,414,1,4,4,78148.08,2345,535612094,8376
Normal,333,3,3,3,507059.2,282,813882052,4640
Loyal custommer,114,1,1,4,89194.8,20,643448483,9560
Churn customer,444,4,4,4,12479.35,1002,484659135,263
Churn customer,444,4,4,4,21654.93,1888,567931210,2321
High paying customer,421,2,4,1,4369817.53,487,186966979,6539
Loyal custommer,414,1,4,4,92105.76,2109,387098395,9872
Normal,434,3,4,4,39363.27,2163,919922006,4219
Loyal custommer,313,1,3,3,441095.2,254,344619071,9296
Normal,423,2,4,3,538028.59,2748,475590264,6583
High paying customer,431,3,4,1,3201013.3,2600,806684720,4790
High paying customer,411,1,4,1,5846025.96,2089,403788173,8748
Normal,433,3,4,3,300521.21,1827,432663762,3677
Loyal custommer,414,1,4,4,73688.34,775,512665259,7898
Normal,322,2,3,2,979821.6,307,619647634,6360
Loyal custommer,414,1,4,4,87608.7,2685,576707398,9390
Best customer,111,1,1,1,2468557.6,51,980192744,9670
Normal,433,3,4,3,666155.44,2220,624101388,4324
Normal,433,3,4,3,401822.56,2220,539009273,3677
Normal,433,3,4,3,528259.52,2543,135832917,4834
Normal,422,2,4,2,1007180.58,1897,704974925,6601
Loyal custommer,414,1,4,4,75003.87,2010,433117806,8039
High paying customer,331,3,3,1,2224473.6,236,902048623,5088
Normal,422,2,4,2,1078420,850,925169265,7000
"Once Loyal, Now Gone",443,4,4,3,473050.4,1409,452423703,1082
High paying customer,411,1,4,1,6431349.96,384,647977769,9876
Churn customer,444,4,4,4,126436.31,1098,835093390,1547
Loyal custommer,413,1,4,3,371391.15,416,112154376,7827
Loyal custommer,413,1,4,3,713421.17,2328,575758969,8729
Normal,424,2,4,4,52378.62,2429,898130452,5614
Normal,332,3,3,2,1216409.2,345,172261178,4765
High paying customer,421,2,4,1,2366563.6,1666,734201562,5413
Normal,434,3,4,4,237180.46,2499,434485948,2902
High paying customer,431,3,4,1,2917420.8,1667,181418025,4480
Normal,434,3,4,4,153643.1,2598,799954736,3238
Churn customer,444,4,4,4,248897,2567,772643411,1210
Normal,332,3,3,2,913391.84,316,349060380,3578
Normal,433,3,4,3,276492.59,1101,409514796,3383
Normal,432,3,4,2,1103242.35,1029,943334901,2615
Normal,433,3,4,3,605437.44,1388,315066277,3968
Normal,422,2,4,2,1661617.52,2276,217920958,6509
High paying customer,431,3,4,1,2249930.55,401,404074418,3455
Normal,422,2,4,2,984135.28,1162,642390191,6388
Churn customer,444,4,4,4,255277.42,1225,717833220,1657
"Once Loyal, Now Gone",443,4,4,3,342847.26,1538,223347175,2247
Churn customer,444,4,4,4,178089.67,1301,702357947,2179
High paying customer,411,1,4,1,3966609.78,2149,578295695,9402
Normal,434,3,4,4,243228.48,1799,495481956,2976
Best customer,111,1,1,1,3583291.2,39,900808799,8196
High paying customer,411,1,4,1,2310794.56,923,295787847,9052
Normal,433,3,4,3,677247.76,2754,805095136,4396
Normal,424,2,4,4,60019.89,1541,722918260,6433
Normal,422,2,4,2,1096592.46,2534,138273942,7187
High paying customer,411,1,4,1,1971016.88,622,478872001,7721
Churn customer,444,4,4,4,219540.8,2749,423834359,860
Churn customer,444,4,4,4,246958.18,2186,292788922,1603
Normal,422,2,4,2,927133.08,2144,196798884,6018
"Once Loyal, Now Gone",442,4,4,2,1323174.6,2472,647140061,1980
Loyal custommer,414,1,4,4,89250.78,2348,958159577,9566
High paying customer,411,1,4,1,2052195.92,1476,168960559,8039
Normal,322,2,3,2,1348388.96,186,320105826,5282
Normal,432,3,4,2,1048247.2,1478,476936948,5096
Normal,133,3,1,3,515415.24,95,604870164,3378
"Once Loyal, Now Gone",442,4,4,2,1491578.64,2433,672215068,2232
Churn customer,444,4,4,4,41708.55,1399,878514707,879
Normal,432,3,4,2,1296046.08,2356,675056493,3072
Normal,432,3,4,2,879184.32,1374,253865993,3444
High paying customer,431,3,4,1,1964741.73,2415,469129359,4657
Normal,222,2,2,2,1709610.16,143,947437608,6697
High paying customer,431,3,4,1,1861131.95,1568,828237664,2785
Normal,432,3,4,2,1235527.2,425,217908513,2826
Normal,123,2,1,3,341497.65,56,808788001,7197
High paying customer,421,2,4,1,3227410.4,1539,741101920,7382
"Once Loyal, Now Gone",442,4,4,2,784715.4,1226,169378983,1860
Churn customer,444,4,4,4,136790.5,1881,724419438,665
Churn customer,444,4,4,4,97956.36,2085,340500915,642
Loyal custommer,412,1,4,2,1293949.94,1913,438086545,8399
"Once Loyal, Now Gone",443,4,4,3,408108.8,992,734189975,1984
Normal,344,4,3,4,22336.02,329,304112136,2394
Loyal custommer,413,1,4,3,451012.25,1375,291531503,9505
Normal,433,3,4,3,726532.4,1774,764811360,3532
Normal,424,2,4,4,51660.21,513,150873029,5537
"Once Loyal, Now Gone",443,4,4,3,274609.5,2035,810322654,1335
"Once Loyal, Now Gone",442,4,4,2,1430708.37,1579,516599738,2197
Loyal custommer,413,1,4,3,674272.5,723,963359200,8250
"Once Loyal, Now Gone",443,4,4,3,702351.77,1790,516460692,1051
Normal,422,2,4,2,1743051.84,1169,398645198,6828
High paying customer,411,1,4,1,5868078.87,728,135069024,8781
High paying customer,421,2,4,1,2321969.2,2248,162192809,5311
Normal,423,2,4,3,445019.85,1041,843994033,5445
High paying customer,411,1,4,1,5807490.78,790,659193694,8918
Loyal custommer,414,1,4,4,76114.14,2013,602081525,8158
Normal,222,2,2,2,841937.9,119,127691018,5465
High paying customer,431,3,4,1,2584652.49,1362,881194770,3969
Normal,432,3,4,2,1127101.6,377,835637557,2578
Churn customer,444,4,4,4,135004.8,1783,159641492,320
Normal,244,4,2,4,28754.7,137,123045003,606
Loyal custommer,113,1,1,3,443183,12,704139363,9340
Loyal custommer,413,1,4,3,401521.9,2247,305416762,8462
Loyal custommer,413,1,4,3,621474.92,680,299669110,7604
High paying customer,431,3,4,1,2849043.75,2616,182228696,4375
High paying customer,411,1,4,1,4205864,1142,657033336,9620
Churn customer,444,4,4,4,31696.6,1232,735976541,668
Normal,244,4,2,4,104364.72,101,583301341,684
Loyal custommer,412,1,4,2,990951.04,2024,778955399,9068
Normal,422,2,4,2,1812743.28,2361,175209033,7101
Churn customer,444,4,4,4,63485.65,2143,759933602,95
Churn customer,444,4,4,4,27283.75,456,263757550,575
Normal,322,2,3,2,939303.82,234,571323239,6097
High paying customer,411,1,4,1,5897482.75,1309,329951465,8825
Loyal custommer,312,1,3,2,1430437.5,192,437785708,9375
Loyal custommer,412,1,4,2,1172272.14,2010,981808078,7683
Normal,422,2,4,2,1303109.5,1641,687368047,6335
High paying customer,411,1,4,1,1951360.32,1340,596166074,7644
Normal,342,4,3,2,805265.35,248,613513743,1205
Normal,243,4,2,3,285477.18,105,939412438,1871
Churn customer,444,4,4,4,90702.4,2543,422752892,830
"Once Loyal, Now Gone",443,4,4,3,426270,2525,911699426,975
Normal,232,3,2,2,1106128.24,153,712469232,4333
Normal,422,2,4,2,847946.24,2005,455040681,5504
High paying customer,311,1,3,1,1886269,217,420111453,9170
Normal,424,2,4,4,55224.27,1508,649518859,5919
Normal,422,2,4,2,1231114.5,2156,488361871,5985
High paying customer,421,2,4,1,4897750.83,1458,154832828,7329
High paying customer,411,1,4,1,6037819.45,540,846405446,9035
Loyal custommer,412,1,4,2,1683860.2,2429,806662404,8186
High paying customer,431,3,4,1,2048247.55,2330,141875827,3065
"Once Loyal, Now Gone",442,4,4,2,921462.15,1622,542178142,1415
Normal,423,2,4,3,487601.18,1520,124009311,5966
High paying customer,421,2,4,1,4151463.75,2275,616775310,6375
Normal,432,3,4,2,1563524.34,501,586961162,3706
High paying customer,421,2,4,1,4472510.28,1917,118774497,6868
"Once Loyal, Now Gone",442,4,4,2,1023485.2,1159,743619334,2341
Loyal custommer,412,1,4,2,1257259.2,944,189912688,8240
Normal,422,2,4,2,1533493.5,2747,477282845,7455
Churn customer,444,4,4,4,65.31,963,158660447,7
Normal,422,2,4,2,1265466.4,2381,401751840,6152
High paying customer,411,1,4,1,3640066.92,843,826027095,8628
Churn customer,444,4,4,4,237465.44,1976,991454160,2173
High paying customer,431,3,4,1,2455223.98,2265,184389054,3674
Churn customer,444,4,4,4,2369.82,434,431739795,254
"Once Loyal, Now Gone",442,4,4,2,942300.87,2301,884092414,1447
Normal,432,3,4,2,920918.9,1361,332268464,4477
"Once Loyal, Now Gone",443,4,4,3,262837.47,1789,248314464,623
"Once Loyal, Now Gone",443,4,4,3,354901.08,2517,510956799,2326
Loyal custommer,413,1,4,3,411628.75,1258,529226291,8675
Normal,422,2,4,2,923414.16,608,214033257,6052
High paying customer,411,1,4,1,5326246.59,680,467924726,8179
Loyal custommer,312,1,3,2,1834432.6,213,683220279,8918
"Once Loyal, Now Gone",442,4,4,2,1516668.09,582,501900374,2329
"Once Loyal, Now Gone",442,4,4,2,1411386.24,1441,142987763,2112
Normal,433,3,4,3,416085.66,2241,765552079,2727
Loyal custommer,412,1,4,2,1450783.02,2707,641724574,9417
Normal,434,3,4,4,224106.35,1340,469197165,4723
Normal,422,2,4,2,1524237,2253,606032741,7410
High paying customer,411,1,4,1,5815285.54,677,251180350,8702
Normal,433,3,4,3,728549.74,1724,586052215,4729
Normal,422,2,4,2,1727735.04,2586,803616273,6768
Loyal custommer,413,1,4,3,453574.55,1176,595395314,9559
High paying customer,411,1,4,1,3200879.43,752,913174855,7587
High paying customer,411,1,4,1,2257185.76,1684,556970632,8842
Normal,422,2,4,2,1702462.32,2151,470690619,6669
High paying customer,411,1,4,1,4275816,1936,291160714,9780
"Once Loyal, Now Gone",443,4,4,3,578274.48,1661,248720872,888
Loyal custommer,112,1,1,2,1318137.36,99,408315742,8556
"Once Loyal, Now Gone",443,4,4,3,352335.22,2478,835467612,2287
Normal,434,3,4,4,243038.9,2035,772893178,5122
Churn customer,444,4,4,4,165911.9,1451,149205338,2030
Normal,424,2,4,4,243608.3,1228,581221234,5134
Churn customer,444,4,4,4,206776.8,742,850872075,810
High paying customer,431,3,4,1,2788481.22,825,782656419,4282
Churn customer,444,4,4,4,200905.36,1454,364021098,787
High paying customer,421,2,4,1,3096250.71,546,228365695,7339
Normal,432,3,4,2,795647.6,1400,822665536,3868
Normal,432,3,4,2,1349199.2,1724,263867413,3086
Normal,434,3,4,4,183394.25,1234,231327712,3865
Normal,424,2,4,4,59534.73,541,788509643,6381
Normal,343,4,3,3,650976.27,320,645111024,1543
Normal,424,2,4,4,61727.28,1720,389892184,6616
High paying customer,421,2,4,1,4303846.89,1607,433079183,6609
Loyal custommer,414,1,4,4,81889.41,2033,300754439,8777
Normal,342,4,3,2,1635256.69,314,444385659,2447
Normal,434,3,4,4,176941.05,691,177225196,3729
"Once Loyal, Now Gone",443,4,4,3,547320.32,833,497506701,2144
Normal,432,3,4,2,1838426,1053,347609412,4205
Loyal custommer,413,1,4,3,369161,1026,325453507,7780
Normal,424,2,4,4,65813.82,686,818486011,7054
High paying customer,121,2,1,1,2803037.16,97,850621449,6644
Normal,334,3,3,4,38010.42,202,643666493,4074
Loyal custommer,414,1,4,4,78120.09,2573,950619781,8373
Churn customer,444,4,4,4,80159.1,1615,133248984,190
High paying customer,421,2,4,1,3642739.77,821,617785966,5451
High paying customer,331,3,3,1,2905637.96,256,713009965,4348
Normal,433,3,4,3,520260.62,1040,320099389,3377
Normal,433,3,4,3,491765.34,1602,918364179,3223
Loyal custommer,412,1,4,2,1219724.52,659,270270812,7994
Normal,422,2,4,2,1531642.2,647,577579438,7446
Normal,422,2,4,2,1804063.76,2059,528477418,7067
High paying customer,431,3,4,1,1868972.7,630,517953717,2870
High paying customer,431,3,4,1,2869231.26,2289,819152915,4406
New customer,142,4,1,2,1020973.8,20,186108243,2420
Normal,422,2,4,2,786488.16,1667,823622977,7197
Normal,433,3,4,3,410346.4,2193,221628844,3755
Normal,433,3,4,3,634626.08,2725,913529336,2486
High paying customer,131,3,1,1,2889418.77,27,513802516,4437
High paying customer,411,1,4,1,5980061.43,793,695048606,9183
Loyal custommer,312,1,3,2,1714715.2,205,259728658,8336
High paying customer,431,3,4,1,2680430.97,2678,488152444,4011
Normal,433,3,4,3,740520,1635,424181544,3600
Churn customer,444,4,4,4,13593.81,2177,303534495,1457
Normal,434,3,4,4,47573.67,1512,132826268,5099
Normal,433,3,4,3,451331.64,1678,183778369,2958
High paying customer,431,3,4,1,3201013.3,2723,719769990,4790
High paying customer,411,1,4,1,5614732.62,1264,266589534,8622
Normal,422,2,4,2,857804.76,2035,957875907,5622
Normal,423,2,4,3,271271.65,2076,184801471,5717
"Once Loyal, Now Gone",443,4,4,3,359178.96,2455,300594365,1407
Loyal custommer,412,1,4,2,1469497.98,1517,784397923,9631
High paying customer,421,2,4,1,3116361.6,2629,966396749,7128
High paying customer,421,2,4,1,2322843.6,1127,732917106,5313
Normal,344,4,3,4,131213.92,227,998004329,514
High paying customer,421,2,4,1,2167248.93,2059,572164809,5137
Loyal custommer,412,1,4,2,1355978.46,1950,846776664,8887
High paying customer,221,2,2,1,2329676.58,130,734708821,5522
Normal,434,3,4,4,24883.11,1530,203039205,2667
Churn customer,444,4,4,4,68415.04,2551,675824248,268
"Once Loyal, Now Gone",442,4,4,2,1387996.79,1112,129166448,2077
Normal,422,2,4,2,1048377.18,2468,694094598,6871
Normal,434,3,4,4,204367.15,821,447365701,4307
Loyal custommer,412,1,4,2,1765523.1,1532,373813521,8583
Churn customer,444,4,4,4,64551.14,1928,954580438,419
Normal,433,3,4,3,718613.2,1897,742404401,2815
Loyal custommer,413,1,4,3,427714.3,525,136624276,9014
